CardID,Date,Amount
C0105810305,2016/5/11,49
C0105810305,2016/3/3,89
C0105810305,2016/6/28,29.99
C0105810432,2016/3/10,9.99
C0105810432,2016/10/6,6.99
C0105810432,2016/7/22,6.99
C0105810432,2016/11/6,2.99
C0105810432,2016/6/30,9.99
C0105810432,2016/6/7,699
C0105810432,2016/5/3,2.99
C0105810432,2016/12/15,3.99
C0105810432,2016/4/28,5.99
C0105810432,2016/2/17,8.99
C0105810432,2016/8/7,5.99
C0105810432,2016/2/12,1.49
C0105810432,2016/7/17,7.99
C0105810432,2016/2/6,34.95
C0105810432,2016/7/11,34.95
C0105810432,2016/6/24,269
C0105810432,2016/4/28,9.99
C0105810432,2016/6/3,6.99
C0105810432,2016/2/12,12.49
C0105810432,2016/9/16,8.99
C0105810432,2016/7/12,12.49
C0105810432,2016/11/8,3.99
C0105810432,2016/10/20,12.49
C0105810432,2016/10/19,2.49
C0105810432,2016/5/13,3.99
C0105810432,2016/3/18,4.99
C0105810432,2016/3/18,4.99
C0105810432,2016/10/21,549
C0105810432,2016/9/6,19.99
C0105810511,2016/2/14,6.99
C0105810511,2016/4/23,69
C0105810511,2016/8/27,299
C0105814016,2016/7/14,3.99
C0105814016,2016/12/19,94
C0105814016,2016/9/4,2.99
C0105814016,2016/3/4,84
C0105814016,2016/6/25,119
C0105814016,2016/1/7,399
C0105814016,2016/9/11,2.99
C0105814016,2016/10/15,99
C0105814016,2016/7/29,5.49
C0105814016,2016/12/23,12.49
C0105814016,2016/11/8,9.99
C0105814016,2016/12/18,2.49
C0105814016,2016/12/7,1.99
C0105814016,2016/12/26,2.49
C0105814016,2016/8/24,2.49
C0105814016,2016/12/25,89
C0105814016,2016/11/6,649
C0105814016,2016/10/12,2.99
C0105814016,2016/10/1,3.99
C0105814016,2016/7/26,5.99
C0105814016,2016/11/24,5.99
C0105814016,2016/9/11,3.99
C0105814016,2016/12/5,3.99
C0105814016,2016/11/24,19.99
C0105814016,2016/9/19,4.99
C0105814868,2016/2/10,24.95
C0105814868,2016/1/11,109
C0105814868,2016/6/20,119
C0105816421,2016/12/9,34.95
C0105816568,2016/10/13,179
C0105816568,2016/12/12,4.99
C0105817105,2016/9/10,339
C0105817105,2016/6/13,59
C0105817105,2016/2/19,29.99
C0105817533,2016/1/6,5.99
C0105817533,2016/8/13,9.99
C0105817533,2016/11/14,400
C0105817533,2016/3/5,24.99
C0105817533,2016/2/18,124
C0105817533,2016/7/27,29.99
C0105817533,2016/4/6,549
C0105817637,2016/11/15,59.99
C0105819060,2016/11/13,34.95
C0105820156,2016/4/18,89
C0105820156,2016/12/15,59
C0105820292,2016/5/18,1099
C0105820718,2016/12/17,94
C0105821047,2016/1/8,139.99
C0105821047,2016/12/29,399
C0105821047,2016/3/2,79
C0105822332,2016/4/25,3.99
C0105822332,2016/4/9,4.99
C0105822332,2016/1/23,5.99
C0105822332,2016/5/30,19.99
C0105822332,2016/4/18,2.99
C0105822332,2016/5/21,2.99
C0105822332,2016/5/28,13.99
C0105822332,2016/6/12,2.99
C0105822332,2016/5/23,34.99
C0105822332,2016/6/18,29.99
C0105822332,2016/2/8,5.99
C0105822332,2016/5/15,5.99
C0105822332,2016/5/24,179
C0105822343,2016/2/3,24.95
C0105822343,2016/3/2,4.99
C0105822343,2016/5/8,5.99
C0105822343,2016/9/10,4.99
C0105822343,2016/5/21,2.49
C0105822343,2016/9/14,19.99
C0105822343,2016/6/12,89
C0105822343,2016/6/1,179
C0105822343,2016/2/3,34.99
C0105822343,2016/5/8,9.99
C0105822343,2016/11/24,3.99
C0105822343,2016/1/2,24.99
C0105822343,2016/7/13,1.49
C0105822343,2016/11/24,19.99
C0105822343,2016/2/25,4.99
C0105822343,2016/4/15,29.99
C0105822343,2016/5/13,24.95
C0105822343,2016/1/18,99
C0105822343,2016/7/25,13.99
C0105822343,2016/9/5,5.99
C0105822573,2016/9/22,5.99
C0105822573,2016/8/10,24.99
C0105822573,2016/7/23,249
C0105822573,2016/9/12,3.99
C0105822573,2016/10/9,14.99
C0105822573,2016/8/11,14.99
C0105822707,2016/6/29,239
C0105822707,2016/11/14,9.99
C0105822707,2016/3/10,94
C0105822707,2016/11/18,2.49
C0105823685,2016/3/14,109
C0105823685,2016/8/13,299
C0105823685,2016/4/11,99
C0105824399,2016/9/24,59.95
C0105824399,2016/8/1,69
C0105824399,2016/6/28,39.95
C0105824556,2016/11/27,559
C0105824556,2016/10/6,9.99
C0105824556,2016/2/19,149.99
C0105826670,2016/1/13,16.99
C0105826670,2016/6/15,19.99
C0105826670,2016/9/8,39.95
C0105826670,2016/11/7,49
C0105827371,2016/6/17,79
C0105827371,2016/6/16,13.99
C0105828966,2016/2/12,14.99
C0105828966,2016/10/27,199
C0105828966,2016/10/1,349
C0105828966,2016/7/23,499
C0105828966,2016/5/22,59
C0105829329,2016/1/14,69
C0105829329,2016/4/16,49
C0105829329,2016/3/6,5.99
C0105829878,2016/12/2,349
C0105831516,2016/12/1,259
C0105831580,2016/6/1,199.99
C0105831580,2016/8/4,79
C0105831580,2016/1/10,29.99
C0105831580,2016/8/22,14.99
C0105831580,2016/10/30,59.99
C0105832010,2016/12/18,5.99
C0105832010,2016/1/13,4.99
C0105832010,2016/11/16,5.99
C0105832010,2016/8/31,199
C0105832010,2016/2/27,69.95
C0105832010,2016/5/6,69.99
C0105832248,2016/3/23,149
C0105833041,2016/1/28,124
C0105836220,2016/12/27,269
C0105836220,2016/12/25,59.99
C0105836220,2016/1/12,24.99
C0105836220,2016/4/25,69
C0105836238,2016/12/27,99.99
C0105836238,2016/6/15,94
C0105837710,2016/3/16,149.99
C0105837710,2016/12/12,39.99
C0105837710,2016/2/14,24.99
C0105837710,2016/10/20,89
C0105838593,2016/3/19,4.99
C0105838593,2016/2/1,3.99
C0105838593,2016/3/19,189
C0105838593,2016/12/24,4.99
C0105838593,2016/9/27,4.99
C0105838593,2016/7/8,34.95
C0105838593,2016/12/24,4.99
C0105838593,2016/8/29,9.99
C0105838593,2016/3/19,4.99
C0105838593,2016/7/18,7.99
C0105838593,2016/11/19,8.99
C0105838593,2016/9/30,12.99
C0105838593,2016/7/18,7.99
C0105838593,2016/9/30,12.99
C0105838593,2016/6/26,349
C0105838593,2016/10/25,2.99
C0105838593,2016/10/24,6.99
C0105838593,2016/10/25,2.99
C0105838593,2016/6/16,44.99
C0105838593,2016/6/26,349
C0105838593,2016/3/19,189
C0105838593,2016/2/1,3.99
C0105838593,2016/11/19,8.99
C0105838593,2016/6/16,44.99
C0105838593,2016/7/8,34.95
C0105838593,2016/9/27,4.99
C0105838593,2016/8/29,9.99
C0105838593,2016/8/25,6.99
C0105838593,2016/10/24,6.99
C0105838593,2016/8/25,6.99
C0105840435,2016/6/22,69
C0105840435,2016/12/28,59.99
C0105840435,2016/3/29,34.95
C0105840496,2016/12/29,399
C0105840732,2016/7/5,54
C0105840732,2016/11/11,99
C0105840937,2016/12/26,19.99
C0105840937,2016/3/1,89
C0105840937,2016/7/16,34.95
C0105841013,2016/6/8,119.99
C0105841013,2016/11/9,19.99
C0105841013,2016/7/16,19.99
C0105841013,2016/3/29,799
C0105841013,2016/8/5,39.95
C0105842108,2016/12/8,199
C0105842108,2016/6/28,179
C0105842212,2016/5/24,299
C0105842212,2016/8/4,59
C0105842304,2016/1/18,4.99
C0105842304,2016/2/4,5.99
C0105842304,2016/1/10,59
C0105842304,2016/1/23,109
C0105842304,2016/2/10,79.99
C0105842349,2016/6/10,6.99
C0105842349,2016/2/19,9.99
C0105842349,2016/1/12,5.99
C0105842349,2016/3/2,69
C0105842349,2016/5/6,26.99
C0105842349,2016/1/29,4.99
C0105842349,2016/4/4,12.49
C0105842349,2016/3/14,18.99
C0105842349,2016/1/24,3.99
C0105842349,2016/3/17,1.49
C0105842349,2016/5/27,14.99
C0105842349,2016/5/31,6.99
C0105842349,2016/4/11,14.99
C0105842349,2016/3/17,2.49
C0105842349,2016/3/4,3.99
C0105842349,2016/1/6,5.99
C0105842349,2016/3/17,4.99
C0105842349,2016/6/4,4.99
C0105842349,2016/2/28,16.99
C0105842349,2016/4/8,6.99
C0105842349,2016/3/27,6.99
C0105842349,2016/2/27,4.99
C0105842349,2016/3/18,2.49
C0105842349,2016/5/4,2.49
C0105842461,2016/12/23,249
C0105842461,2016/6/22,279
C0105842693,2016/10/24,14.99
C0105842693,2016/4/11,79
C0105842693,2016/7/19,79
C0105842693,2016/7/30,219
C0105843189,2016/5/10,4.99
C0105843189,2016/7/5,59.99
C0105843989,2016/2/14,14.99
C0105843989,2016/5/26,29.99
C0105843989,2016/3/23,4.99
C0105843989,2016/2/3,1.49
C0105843989,2016/2/15,3.99
C0105843989,2016/6/4,3.99
C0105843989,2016/6/4,199
C0105843989,2016/1/25,39.99
C0105843989,2016/3/2,5.99
C0105843989,2016/5/24,24.99
C0105843989,2016/2/9,3.99
C0105843989,2016/6/9,1.49
C0105843989,2016/1/29,12.99
C0105843989,2016/4/18,3.99
C0105843989,2016/3/9,3.49
C0105843989,2016/4/28,89
C0105843989,2016/11/28,3.99
C0105843989,2016/10/5,124
C0105843989,2016/6/30,19.99
C0105843989,2016/3/3,3.49
C0105843989,2016/5/14,39
C0105843989,2016/1/17,9.99
C0105843989,2016/2/13,349
C0105843989,2016/3/23,2.49
C0105843989,2016/2/25,7.99
C0105843989,2016/9/18,2.49
C0105843989,2016/5/25,1.49
C0105843989,2016/7/24,8.99
C0105843989,2016/5/31,84
C0105843989,2016/8/24,5.99
C0105844249,2016/6/13,99
C0105844249,2016/8/26,99
C0105845039,2016/3/6,5.99
C0105845039,2016/1/14,79
C0105845153,2016/5/9,19.99
C0105845153,2016/12/9,44.99
C0105845153,2016/5/29,29.99
C0105846334,2016/3/11,149
C0105846334,2016/11/13,349
C0105846334,2016/10/30,129
C0105846431,2016/6/12,74
C0105846431,2016/6/22,9.99
C0105846431,2016/12/15,99
C0105846481,2016/6/21,124
C0105846481,2016/2/6,59
C0105846481,2016/11/8,899
C0105846679,2016/1/1,89
C0105846679,2016/9/28,8.49
C0105846679,2016/10/9,34
C0105846679,2016/6/16,69.99
C0105848122,2016/12/23,199
C0105848122,2016/6/28,599
C0105848228,2016/11/26,149.99
C0105848228,2016/5/17,69.99
C0105848228,2016/4/3,89
C0105848634,2016/5/18,5.99
C0105848634,2016/2/5,79
C0105849714,2016/8/13,74
C0105849714,2016/6/16,279
C0105849714,2016/12/26,59
C0105850260,2016/7/13,34.95
C0105850260,2016/7/12,1.49
C0105850260,2016/6/5,449
C0105850260,2016/7/13,34.95
C0105850260,2016/3/17,49
C0105850260,2016/8/3,39
C0105850260,2016/3/17,49
C0105850260,2016/7/3,89
C0105850260,2016/6/5,449
C0105850260,2016/7/3,89
C0105850260,2016/8/3,39
C0105850260,2016/7/12,1.49
C0105850327,2016/12/26,99
C0105850327,2016/4/8,159
C0105850365,2016/3/28,94
C0105850365,2016/2/6,39.95
C0105850365,2016/8/22,149
C0105850365,2016/7/16,69
C0105850365,2016/6/28,84
C0105851308,2016/4/22,199
C0105851308,2016/1/26,179
C0105851308,2016/8/19,89
C0105852635,2016/11/10,19.99
C0105852635,2016/1/5,19.99
C0105852635,2016/1/26,9.99
C0105852655,2016/11/7,24.99
C0105852655,2016/10/7,9.99
C0105852655,2016/3/14,199
C0105852655,2016/11/19,299
C0105852655,2016/2/16,34.95
C0105853410,2016/8/10,259
C0105853410,2016/1/30,249
C0105853410,2016/9/22,149.99
C0105853499,2016/3/29,119.99
C0105853499,2016/8/29,329
C0105853593,2016/12/15,34.99
C0105853593,2016/8/1,19.99
C0105853593,2016/1/6,6.99
C0105853593,2016/5/23,12.49
C0105853593,2016/7/16,39.99
C0105853593,2016/1/3,2.99
C0105853958,2016/9/25,199
C0105853958,2016/5/23,299
C0105854094,2016/7/17,5.99
C0105854226,2016/4/29,119.99
C0105854226,2016/12/20,499
C0105854229,2016/11/9,559
C0105854719,2016/5/11,149
C0105854951,2016/8/31,49
C0105854951,2016/7/3,49
C0105854951,2016/7/20,4.99
C0105854951,2016/4/20,99
C0105855192,2016/6/1,119
C0105855192,2016/12/5,449
C0105855392,2016/6/28,199
C0105855392,2016/6/4,9.99
C0105855392,2016/10/21,279
C0105857041,2016/2/4,49
C0105857041,2016/5/15,49
C0105857041,2016/10/4,559
C0105857288,2016/8/19,179
C0105857288,2016/2/25,299
C0105857288,2016/7/21,9.99
C0105857288,2016/4/2,5.99
C0105857288,2016/12/26,109
C0105857898,2016/8/30,69
C0105857898,2016/3/15,349
C0105857898,2016/12/30,19.99
C0105859290,2016/5/12,34.99
C0105859290,2016/3/18,29.99
C0105859472,2016/2/14,3.99
C0105859472,2016/6/16,19.99
C0105859472,2016/1/1,2.49
C0105859472,2016/4/25,39.95
C0105859472,2016/4/13,5.49
C0105859472,2016/6/9,229
C0105859472,2016/1/22,8.99
C0105859472,2016/1/22,54
C0105859472,2016/1/24,84
C0105859472,2016/5/4,2.99
C0105859734,2016/5/23,109
C0105859734,2016/3/17,5.99
C0105859734,2016/5/3,4.99
C0105859734,2016/12/19,199
C0105861224,2016/1/16,9.99
C0105861224,2016/4/19,9.99
C0105861224,2016/6/23,249
C0105861224,2016/4/6,349
C0105861224,2016/5/1,4.99
C0105861224,2016/4/15,9.99
C0105861224,2016/2/21,24.99
C0105861224,2016/3/16,3.99
C0105861224,2016/3/1,24.99
C0105861224,2016/3/16,12.99
C0105861224,2016/1/9,8.99
C0105861470,2016/11/23,124
C0105861470,2016/12/18,34
C0105862200,2016/4/5,29.99
C0105862200,2016/12/8,8.49
C0105862200,2016/2/12,59
C0105862248,2016/11/26,259
C0105862248,2016/5/3,189
C0105862418,2016/4/17,219
C0105862418,2016/1/8,84
C0105862418,2016/11/12,449
C0105863068,2016/8/27,349
C0105863068,2016/2/25,5.99
C0105863068,2016/5/1,89
C0105863144,2016/5/15,149
C0105863144,2016/10/21,199
C0105863486,2016/8/3,179
C0105863486,2016/4/6,94
C0105863533,2016/5/3,99
C0105863533,2016/2/17,44
C0105863533,2016/5/19,109
C0105863533,2016/12/12,109
C0105863624,2016/1/4,119
C0105864824,2016/8/15,249
C0105864824,2016/3/17,199
C0105864886,2016/5/11,14.99
C0105864886,2016/7/17,5.49
C0105864886,2016/11/5,49
C0105864886,2016/3/17,299
C0105864886,2016/11/21,59
C0105864886,2016/4/2,2.49
C0105864886,2016/6/2,17.99
C0105864886,2016/8/22,4.99
C0105864886,2016/3/26,19.99
C0105864886,2016/3/14,3.99
C0105864886,2016/3/5,49.99
C0105864886,2016/5/15,89
C0105864886,2016/3/13,9.99
C0105864886,2016/4/21,5.49
C0105864886,2016/5/31,3.99
C0105864886,2016/10/16,2.99
C0105865138,2016/8/31,24.99
C0105865138,2016/2/3,59.99
C0105865138,2016/1/26,19.99
C0105865138,2016/12/22,49.99
C0105866133,2016/7/19,129
C0105866133,2016/3/29,104
C0105866162,2016/7/7,79.99
C0105866162,2016/8/19,449
C0105866162,2016/2/14,129
C0105867049,2016/1/9,49
C0105867049,2016/5/15,99.99
C0105867049,2016/1/31,49.99
C0105867049,2016/11/19,24.99
C0105867049,2016/7/1,69
C0105867049,2016/10/10,59.99
C0105867862,2016/4/21,79.99
C0105867948,2016/6/25,1.49
C0105867948,2016/7/17,59
C0105867948,2016/8/29,129
C0105867948,2016/5/25,59.99
C0105868633,2016/1/24,139.99
C0105868633,2016/6/7,559
C0105868644,2016/4/2,124
C0105869070,2016/5/16,999
C0105869204,2016/12/23,84
C0105869204,2016/6/27,199.99
C0105869204,2016/9/6,39.95
C0105869204,2016/3/14,129
C0105869204,2016/9/16,39
C0105869204,2016/3/24,259
C0105870346,2016/3/19,69
C0105870346,2016/12/7,69
C0105871869,2016/10/30,79
C0105871869,2016/2/20,59
C0105871869,2016/10/19,229
C0105871924,2016/11/7,9.99
C0105871924,2016/10/19,24.99
C0105871924,2016/2/2,8.99
C0105871924,2016/11/19,84
C0105871924,2016/1/31,2.99
C0105871924,2016/5/4,39.99
C0105871944,2016/2/1,29.99
C0105871944,2016/5/9,99.99
C0105871944,2016/12/16,59
C0105871944,2016/7/19,149
C0105872072,2016/8/31,19.99
C0105872072,2016/8/30,69
C0105872072,2016/5/13,239
C0105872492,2016/1/8,99
C0105872492,2016/8/17,149.99
C0105873373,2016/6/3,149
C0105873373,2016/10/25,19.99
C0105873785,2016/1/17,129
C0105874156,2016/7/31,14.99
C0105874156,2016/10/14,29.99
C0105874156,2016/4/18,94
C0105874156,2016/1/8,129
C0105874156,2016/10/9,5.49
C0105874499,2016/11/19,9.99
C0105874499,2016/9/30,9.99
C0105874499,2016/9/28,12.49
C0105874499,2016/11/30,24.99
C0105874499,2016/12/23,2.49
C0105874499,2016/10/7,12.99
C0105874499,2016/12/22,14.99
C0105874499,2016/11/19,1.99
C0105874499,2016/8/9,12.99
C0105874499,2016/8/12,3.49
C0105874499,2016/12/4,2.99
C0105874499,2016/9/21,49
C0105874499,2016/9/25,3.99
C0105874499,2016/12/18,24.99
C0105874499,2016/12/1,4.99
C0105874499,2016/12/19,4.99
C0105874499,2016/8/24,59
C0105874499,2016/9/25,34.95
C0105874499,2016/12/3,5.99
C0105874499,2016/9/12,2.49
C0105874499,2016/9/2,1.99
C0105875471,2016/3/5,4.99
C0105875471,2016/5/30,69.99
C0105875720,2016/5/5,59
C0105875720,2016/2/10,249
C0105876625,2016/3/9,59
C0105876625,2016/11/16,279
C0105876871,2016/7/16,399
C0105876871,2016/8/3,299
C0105876871,2016/5/9,29.99
C0105876871,2016/1/31,149
C0105877111,2016/7/13,199
C0105877111,2016/1/31,74
C0105877334,2016/9/2,199
C0105877334,2016/4/17,79
C0105877370,2016/3/19,49
C0105877370,2016/4/15,29.99
C0105877370,2016/7/7,249
C0105877370,2016/7/2,39.95
C0105877434,2016/3/27,199
C0105877434,2016/3/12,94
C0105877434,2016/3/22,2.49
C0105877434,2016/11/2,169
C0105877717,2016/2/2,9.99
C0105877717,2016/2/27,24.99
C0105877717,2016/2/3,79
C0105878758,2016/9/18,59
C0105878758,2016/12/12,74
C0105878758,2016/5/13,129
C0105880557,2016/6/10,26.99
C0105880557,2016/4/15,49
C0105880557,2016/8/25,9.99
C0105880557,2016/5/20,49
C0105880557,2016/9/24,449
C0105880557,2016/9/17,109
C0105880631,2016/1/18,24.99
C0105880631,2016/9/30,349
C0105880631,2016/6/23,109
C0105881044,2016/4/29,19.99
C0105881044,2016/11/23,74
C0105881044,2016/6/17,14.99
C0105881807,2016/5/4,179
C0105881807,2016/7/1,99.99
C0105881807,2016/8/30,34.95
C0105881807,2016/9/15,59.99
C0105882367,2016/2/28,129
C0105882437,2016/12/19,179
C0105882437,2016/1/9,129
C0105882437,2016/7/30,329
C0105883021,2016/10/16,349
C0105883021,2016/9/9,24.99
C0105883021,2016/4/25,109
C0105883021,2016/7/21,399
C0105884295,2016/6/14,5.49
C0105884295,2016/6/24,39
C0105884295,2016/6/15,1.49
C0105884295,2016/3/24,59
C0105884295,2016/6/25,14.99
C0105884295,2016/1/29,2.99
C0105884295,2016/1/26,69
C0105884295,2016/4/24,6.99
C0105884295,2016/3/1,2.99
C0105884295,2016/6/24,4.99
C0105884295,2016/3/19,1.99
C0105885148,2016/10/13,349
C0105885148,2016/2/25,49
C0105885148,2016/7/16,19.99
C0105885148,2016/4/22,129
C0105885191,2016/2/8,12.49
C0105885191,2016/2/17,6.99
C0105885191,2016/4/30,4.99
C0105885191,2016/1/24,2.99
C0105885191,2016/3/24,59
C0105885191,2016/11/3,4.99
C0105885191,2016/2/16,2.49
C0105885191,2016/12/19,9.99
C0105885191,2016/4/17,9.99
C0105885191,2016/6/20,2.49
C0105885191,2016/4/11,19.99
C0105885191,2016/2/17,2.99
C0105885191,2016/3/13,119
C0105885191,2016/2/2,4.99
C0105885191,2016/10/11,169
C0105885191,2016/3/3,1.99
C0105885191,2016/10/4,12.49
C0105885191,2016/10/14,12.49
C0105885191,2016/6/7,59
C0105885191,2016/4/17,8.99
C0105885191,2016/2/17,9.99
C0105885620,2016/9/28,449
C0105885932,2016/1/25,3.99
C0105885932,2016/2/21,6.99
C0105885932,2016/4/30,39.95
C0105885932,2016/12/27,109
C0105885932,2016/6/6,8.99
C0105885932,2016/2/24,3.99
C0105885932,2016/2/9,12.49
C0105885932,2016/1/29,17.99
C0105885932,2016/9/30,699
C0105885932,2016/1/10,3.99
C0105885932,2016/5/20,4.99
C0105885932,2016/6/9,5.49
C0105885932,2016/4/26,349
C0105886017,2016/12/6,89
C0105886017,2016/3/6,189
C0105886017,2016/9/5,4.99
C0105886022,2016/12/25,44
C0105886022,2016/4/28,149
C0105888054,2016/5/31,79
C0105888054,2016/11/22,299
C0105888054,2016/7/24,449
C0105888054,2016/1/6,139
C0105889709,2016/9/8,9.99
C0105889709,2016/6/13,39.95
C0105889709,2016/4/10,19
C0105890395,2016/2/6,49
C0105890395,2016/3/20,69
C0105890395,2016/11/19,499
C0105890618,2016/11/27,179
C0105890618,2016/5/7,79.99
C0105890618,2016/4/10,279
C0105890618,2016/1/31,19.99
C0105890780,2016/6/23,19
C0105890780,2016/2/2,29.99
C0105892978,2016/12/5,39.95
C0105892978,2016/8/17,129
C0105892978,2016/8/25,169
C0105892978,2016/6/22,69
C0105893069,2016/10/1,899
C0105893069,2016/8/30,24.99
C0105893069,2016/4/12,199
C0105893069,2016/11/14,49.99
C0105894084,2016/3/3,79
C0105894299,2016/11/4,94
C0105894299,2016/6/16,349
C0105894299,2016/9/9,349
C0105894299,2016/12/28,59
C0105894312,2016/7/16,229
C0105894312,2016/1/6,19.99
C0105894312,2016/4/22,189
C0105894312,2016/1/23,9.99
C0105894312,2016/12/28,129
C0105894976,2016/10/13,8.99
C0105895569,2016/6/22,94
C0105895569,2016/12/22,119
C0105897144,2016/4/17,149.99
C0105897144,2016/12/19,39
C0105897144,2016/9/8,39
C0105897144,2016/9/8,3.99
C0105897144,2016/5/1,129
C0105897364,2016/8/23,4.99
C0105897364,2016/10/25,3.99
C0105897364,2016/10/22,2.99
C0105897364,2016/8/23,4.99
C0105897364,2016/11/14,2.49
C0105897364,2016/11/30,5.99
C0105897364,2016/9/10,39.99
C0105897364,2016/8/26,1.99
C0105897364,2016/11/4,2.49
C0105897364,2016/12/15,3.99
C0105897364,2016/11/21,349
C0105897364,2016/9/20,1.99
C0105897364,2016/9/22,12.99
C0105897364,2016/11/26,8.49
C0105897364,2016/8/29,8.49
C0105897364,2016/11/26,12.49
C0105897364,2016/12/7,8.99
C0105897364,2016/11/21,9.99
C0105897450,2016/6/1,39.95
C0105897450,2016/12/20,89
C0105897450,2016/6/11,109
C0105898293,2016/6/4,24.99
C0105898293,2016/5/30,999
C0105898293,2016/3/2,1.49
C0105898293,2016/1/30,4.99
C0105898293,2016/3/28,9.99
C0105898293,2016/2/22,199
C0105898293,2016/4/12,6.99
C0105898293,2016/3/19,14.99
C0105898293,2016/6/1,69
C0105899120,2016/1/15,199
C0105899120,2016/4/9,94
C0105899120,2016/9/14,449
C0105900004,2016/3/6,19.99
C0105900004,2016/4/17,4.99
C0105900004,2016/11/21,89
C0105900004,2016/7/5,13.99
C0105900004,2016/11/3,8.99
C0105900004,2016/8/20,3.99
C0105900004,2016/4/17,34.99
C0105900004,2016/1/30,399
C0105900004,2016/11/4,4.99
C0105900004,2016/6/12,3.99
C0105900004,2016/9/23,14.99
C0105900004,2016/2/9,14.99
C0105900004,2016/7/16,5.99
C0105900004,2016/4/27,69
C0105900004,2016/8/11,9.99
C0105900004,2016/1/21,69
C0105900004,2016/11/20,3.99
C0105900004,2016/6/16,4.99
C0105900004,2016/11/13,159
C0105900004,2016/2/7,19.99
C0105900004,2016/8/13,2.49
C0105900004,2016/3/26,4.99
C0105900004,2016/1/13,29
C0105901840,2016/5/31,19.99
C0105901840,2016/5/16,69
C0105901840,2016/7/30,189
C0105901840,2016/12/20,12.99
C0105902989,2016/12/14,14.99
C0105903217,2016/5/7,34.95
C0105903217,2016/1/22,299
C0105903217,2016/8/29,84
C0105903326,2016/6/4,3.99
C0105903326,2016/4/16,279
C0105903326,2016/3/30,109
C0105903326,2016/1/3,9.99
C0105903326,2016/2/6,74
C0105903326,2016/3/25,5.99
C0105903326,2016/3/25,139
C0105903442,2016/1/3,5.99
C0105903442,2016/3/2,19.99
C0105903442,2016/7/22,14.99
C0105903442,2016/3/20,14.99
C0105903442,2016/5/18,249
C0105903442,2016/6/24,1.99
C0105903442,2016/2/19,1.99
C0105903442,2016/1/1,12.99
C0105903442,2016/12/22,8.99
C0105903442,2016/8/3,2.49
C0105903442,2016/9/6,19.99
C0105903442,2016/8/6,189
C0105903442,2016/1/26,3.99
C0105903442,2016/5/28,9.99
C0105903442,2016/6/10,9.99
C0105903442,2016/4/14,3.99
C0105903442,2016/3/2,6.99
C0105903442,2016/8/29,6.99
C0105903442,2016/6/14,99
C0105903442,2016/1/27,9.99
C0105903442,2016/10/15,4.99
C0105903442,2016/5/18,4.99
C0105903690,2016/8/17,3.99
C0105903690,2016/5/5,69
C0105903690,2016/8/16,19.99
C0105903690,2016/6/22,19.99
C0105903747,2016/8/19,139.99
C0105903747,2016/2/28,3.99
C0105903747,2016/3/12,29
C0105903747,2016/12/16,29.99
C0105903747,2016/5/21,59.99
C0105904997,2016/5/14,79
C0105904997,2016/5/8,8.99
C0105904997,2016/4/20,3.49
C0105904997,2016/2/28,4.99
C0105904997,2016/1/14,6.99
C0105904997,2016/6/4,2.49
C0105904997,2016/3/27,12.99
C0105904997,2016/1/31,12.49
C0105904997,2016/6/19,94
C0105904997,2016/4/20,9.99
C0105904997,2016/5/25,12.49
C0105904997,2016/5/8,5.49
C0105904997,2016/4/7,4.99
C0105904997,2016/6/9,34.95
C0105904997,2016/4/17,3.99
C0105904997,2016/1/6,4.99
C0105904997,2016/4/7,9.99
C0105904997,2016/2/5,8.99
C0105904997,2016/3/10,2.99
C0105904997,2016/6/4,4.99
C0105906894,2016/4/1,9.99
C0105906894,2016/1/23,2.49
C0105906894,2016/4/1,24.99
C0105906894,2016/3/15,2.49
C0105906894,2016/4/1,9.99
C0105906894,2016/4/12,12.99
C0105906894,2016/6/21,9.99
C0105906894,2016/4/12,1.99
C0105906894,2016/6/27,34.95
C0105906894,2016/2/25,29.99
C0105906894,2016/6/1,12.49
C0105906894,2016/2/23,2.99
C0105906894,2016/4/19,2.99
C0105906894,2016/6/15,2.99
C0105906894,2016/1/21,8.99
C0105906894,2016/2/25,6.99
C0105906894,2016/6/15,79
C0105906894,2016/5/28,4.99
C0105906894,2016/1/3,3.99
C0105906894,2016/4/12,29.99
C0105906894,2016/2/20,169.99
C0105906894,2016/1/21,3.99
C0105906894,2016/5/20,6.99
C0105906894,2016/4/28,1.99
C0105906894,2016/5/7,9.99
C0105906894,2016/5/22,9.99
C0105907080,2016/12/26,399
C0105907162,2016/9/11,2.99
C0105907162,2016/7/30,25.99
C0105907162,2016/9/4,399
C0105907162,2016/11/27,4.99
C0105907162,2016/10/4,4.99
C0105907162,2016/7/2,24.95
C0105907162,2016/10/18,8.99
C0105907162,2016/10/13,6.99
C0105907336,2016/12/15,14.99
C0105907336,2016/12/16,2.99
C0105907336,2016/11/25,2.99
C0105907336,2016/8/26,2.49
C0105907336,2016/12/16,34.99
C0105907336,2016/7/10,14.99
C0105907336,2016/10/13,9.99
C0105907336,2016/8/29,3.99
C0105907336,2016/11/30,14.99
C0105907336,2016/7/27,1.99
C0105907336,2016/12/12,9.99
C0105907336,2016/12/7,3.99
C0105907336,2016/8/16,12.99
C0105907336,2016/5/19,899
C0105907336,2016/11/17,8.99
C0105907336,2016/12/18,2.99
C0105907336,2016/7/10,2.99
C0105907336,2016/9/2,6.99
C0105907336,2016/8/16,5.99
C0105909128,2016/2/17,299
